problem_id,decision_ordinal,probe_type,expected_mask,expected_pos,expected_structural_eligible,source_snapshot_id,source_pair_id,offline_delta_J_ms_per_token,offline_binary_label_C,offline_sim_score,trajectory_position,transition_row_in_problem
317,83,structural_probe,0.5714285714285714,0.5625,True,22240,628,1.931214226616753,0,0.1122484680025894,5,5
138,4,structural_probe,0.7142857142857143,0.0,True,1699,144,-7.328564251640014,1,0.1319270318010416,6,0
138,17,structural_probe,0.4,0.375,True,1719,145,2.900511932373046,0,0.1343061559218422,6,1
138,26,structural_probe,0.3333333333333333,0.0,True,1730,146,2.6307584762573235,0,0.1722127554291228,6,2
138,52,structural_probe,0.5,0.5,True,1780,147,4.553344090779618,0,0.1270217887484637,6,3
138,62,structural_probe,0.7142857142857143,0.0,True,1792,148,6.917232036590576,0,0.1409899508765061,6,4
138,76,structural_probe,0.7142857142857143,0.125,True,1807,149,6.867807865142822,0,0.1359643517806048,6,5
138,89,structural_probe,0.75,0.0,True,1828,150,13.93331241607666,0,0.1448369937985203,6,6
138,102,structural_probe,0.6666666666666666,0.625,True,1844,151,6.944047927856445,0,0.1037054428230408,6,7
138,116,structural_probe,0.6,0.0,True,1867,152,-17.086296131710206,1,0.1428104151264739,6,8
475,30,structural_probe,0.75,0.5,True,16560,487,5.111765225728355,0,0.0956309083538725,7,0
475,41,structural_probe,0.8571428571428571,0.125,True,16578,488,6.800000190734863,0,0.1164030697120517,7,1
475,51,structural_probe,0.4,0.0,True,16594,489,7.127744197845459,0,0.1671052201198039,7,2
475,70,structural_probe,0.625,0.0,True,16644,490,14.400192260742188,0,0.1446878961834326,7,3
475,90,structural_probe,0.75,0.0,True,16689,491,7.47983980178833,0,0.1362493757023699,7,4
475,94,structural_probe,0.7142857142857143,0.0,True,16748,492,-25.37675153863217,1,0.1468111614334223,7,5
475,101,structural_probe,0.6666666666666666,0.0,True,16783,493,5.393119812011719,0,0.1609326986570594,7,6
493,17,floor_probe,0.1428571428571428,0.0,False,724,128,1.939209120614187,0,0.1989915731009437,8,0
121,7,structural_probe,0.5,0.0,True,25013,691,-5.114387445151806,1,0.1799053994676948,9,0
184,24,structural_probe,0.4285714285714285,0.125,True,13068,414,4.454997380574547,0,0.1671463080598882,10,0
184,35,structural_probe,0.6666666666666666,0.625,True,13102,415,4.536149342854813,0,0.1147022696717762,10,1
184,47,structural_probe,0.6666666666666666,0.25,True,13127,416,13.953344345092772,0,0.1455484877542069,10,2
184,64,floor_probe,0.25,0.5,False,13166,417,2.381514708201088,0,0.1629405723266951,10,3
184,72,structural_probe,0.3333333333333333,0.25,True,13187,418,-1.279814788805588,1,0.1792473681142152,10,4
184,95,structural_probe,0.8,0.375,True,13222,419,7.365888118743896,0,0.136233827667244,10,5
184,97,structural_probe,0.8571428571428571,0.125,True,13225,420,-21.63978659808636,1,0.1625018012959127,10,6
184,136,structural_probe,0.8,0.0,True,13273,421,-29.42895066924393,1,0.1983718092755925,10,7
184,148,structural_probe,0.375,0.0,True,13295,423,1.9083000421524048,0,0.2655487274965249,10,8
184,165,structural_probe,0.8,0.0,True,13332,424,15.646559715270996,0,0.2600663124702947,10,9
184,169,structural_probe,0.375,0.0,True,13342,425,-2.5063453347954336,1,0.2899287376932838,10,10
147,7,structural_probe,0.5,0.5,True,15672,477,6.543344020843506,0,0.215170686534732,11,0
147,29,structural_probe,0.4,0.0,True,15737,478,-17.7313738061736,1,0.2975943363359065,11,1
147,36,structural_probe,0.5,0.0,True,15757,479,7.188591957092285,0,0.2744916736211538,11,2
147,60,structural_probe,0.2857142857142857,0.0,True,15822,480,15.033087730407717,0,0.3189052655675773,11,3
8,3,structural_probe,0.875,0.0,True,23543,657,7.5552802085876465,0,0.3069403236364748,12,0
8,5,structural_probe,0.3333333333333333,0.0,True,23545,658,13.088959693908691,0,0.325861585908985,12,1
8,7,structural_probe,0.5,0.5,True,23552,659,4.375967979431149,0,0.2493118221285577,12,2
8,15,floor_probe,0.125,0.0,False,23574,660,2.259984016418457,0,0.3099537608749918,12,3
424,7,structural_probe,0.8333333333333334,0.0,True,5999,241,2.6319871902465835,0,0.2859912970944608,13,0
424,11,structural_probe,0.6666666666666666,0.0,True,6019,242,4.521120071411133,0,0.2790553719701574,13,1
438,2,structural_probe,0.3333333333333333,0.25,True,14474,448,1.886212621416364,0,0.2530342478622506,14,0
438,11,structural_probe,0.5,0.0,True,14492,449,-4.877383646089584,1,0.2987317863594642,14,1
50,2,structural_probe,0.4,0.0,True,14083,439,-1.881933641061188,1,0.2975256905579196,15,0
50,35,structural_probe,0.25,0.0,True,14163,440,1.744511961936951,0,0.324873450627992,15,1
50,40,structural_probe,0.3333333333333333,0.25,True,14187,441,4.7713705698649065,0,0.2984432839204124,15,2
50,42,floor_probe,1.0,0.875,False,14190,442,4.7878828048706055,0,0.2187046294517159,15,3
34,4,structural_probe,0.5,0.0,True,13846,432,6.563263893127441,0,0.3566880679676686,16,0
34,23,structural_probe,0.4285714285714285,0.125,True,13909,433,-3.7599597652442753,1,0.3237017644674181,16,1
34,38,structural_probe,0.2857142857142857,0.0,True,13972,434,41.56782812004288,0,0.3313906411134961,16,2
402,33,structural_probe,0.7142857142857143,0.125,True,17070,499,4.451103846232094,0,0.301249174665529,17,0
402,35,structural_probe,0.8333333333333334,0.0,True,17072,500,13.396512031555176,0,0.2957726753393343,17,1
402,38,structural_probe,0.8,0.0,True,17075,501,-11.403155086934568,1,0.3137067486935097,17,2
433,2,structural_probe,0.625,0.0,True,9616,318,3.213232040405273,0,0.3200768833413133,18,0
433,18,floor_probe,0.25,0.0,False,9636,319,6.521408081054688,0,0.3237688690599193,18,1
433,38,structural_probe,0.4285714285714285,0.125,True,9666,320,-1.9946960850308333,1,0.2762852836338088,18,2
433,47,structural_probe,0.6666666666666666,0.625,True,9679,321,6.5602240562438965,0,0.1895715277456281,18,3
32,5,structural_probe,0.875,0.0,True,10731,346,3.51582407951355,0,0.2744880103936926,19,0
32,8,structural_probe,0.7142857142857143,0.125,True,10736,347,4.3361066182454415,0,0.2300359596010192,19,1
32,17,structural_probe,0.4,0.0,True,10747,348,4.630864143371582,0,0.2627112867713014,19,2
32,24,structural_probe,0.5714285714285714,0.0,True,10758,349,4.379263877868652,0,0.2563624335996198,19,3
32,49,structural_probe,0.6666666666666666,0.0,True,10796,350,4.718229293823242,0,0.2517737336080694,19,4
32,63,structural_probe,0.3333333333333333,0.0,True,10818,351,-1.307843056196969,1,0.2659743112582576,19,5
32,75,structural_probe,0.6666666666666666,0.25,True,10846,352,-14.335541237611324,1,0.2095901625122255,19,6
423,0,structural_probe,0.5,0.0,True,1108,136,6.584559917449951,0,0.2718181305149447,20,0
423,17,structural_probe,0.5,0.0,True,1155,137,1.701740026473999,0,0.3001484528417274,20,1
423,38,structural_probe,0.2857142857142857,0.125,True,1228,138,2.6623253822326696,0,0.3106380560814153,20,2
423,45,floor_probe,0.3333333333333333,0.625,False,1266,139,7.551936149597168,0,0.238500384384187,20,3
228,0,structural_probe,0.6,0.375,True,24188,669,13.072064399719238,0,0.2719904482596099,21,0
228,60,structural_probe,0.6666666666666666,0.25,True,24336,670,7.54099178314209,0,0.2741024048644505,21,1
228,62,structural_probe,0.75,0.0,True,24338,671,15.179776191711426,0,0.304220832595328,21,2
228,65,structural_probe,0.75,0.5,True,24343,672,-2.877384906368597,1,0.2156849313216884,21,3
228,90,structural_probe,0.75,0.5,True,24371,673,15.199935913085938,0,0.2166465834022651,21,4
228,95,structural_probe,0.8571428571428571,0.0,True,24377,674,15.171711921691896,0,0.2940698725237586,21,5
228,102,structural_probe,0.75,0.0,True,24384,675,-49.94395460933447,1,0.2976143126386608,21,6
36,2,structural_probe,1.0,0.75,True,22928,648,6.514527797698975,0,0.1836310134261483,22,0
36,26,floor_probe,0.125,0.0,False,22966,649,6.574639797210693,0,0.3055207679212474,22,1
36,46,floor_probe,0.25,0.0,False,23049,650,4.790154774983726,0,0.3056882915997973,22,2
478,15,floor_probe,0.25,0.5,False,19506,561,6.7678399085998535,0,0.25412651782685,23,0
478,17,structural_probe,0.8571428571428571,0.0,True,19509,562,-4.850029528761901,1,0.3656153834809424,23,1
478,81,structural_probe,0.5,0.5,True,19594,565,14.03708839416504,0,0.266891474506246,23,2
478,90,structural_probe,0.4,0.375,True,19605,566,14.305824279785156,0,0.2840189620760368,23,3
478,95,structural_probe,0.75,0.0,True,19616,567,7.266464233398437,0,0.3415466565119486,23,4
478,102,structural_probe,0.8333333333333334,0.25,True,19625,568,-22.491745454569656,1,0.264065762553176,23,5
478,115,structural_probe,0.8333333333333334,0.25,True,19644,569,4.8135999043782505,0,0.2923138510100153,23,6
478,154,structural_probe,1.0,0.75,True,19693,570,14.703455924987791,0,0.1824257085989302,23,7
268,5,structural_probe,0.375,0.0,True,2029,155,6.532383918762207,0,0.3178850666267109,24,0
29,4,structural_probe,0.875,0.0,True,23921,664,3.2690799236297607,0,0.3232697169323614,25,0
29,23,structural_probe,0.8,0.375,True,23955,665,2.2260212898254395,0,0.2320440625486908,25,1
29,25,structural_probe,0.4,0.0,True,23957,666,2.6843648910522475,0,0.325433507802055,25,2
29,26,floor_probe,0.125,0.0,False,23960,667,1.6732319593429563,0,0.299993742546193,25,3
303,11,structural_probe,0.3333333333333333,0.25,True,14800,457,6.53707218170166,0,0.2715455607143794,26,0
303,32,structural_probe,0.6666666666666666,0.25,True,14850,458,13.616031646728516,0,0.3012109067252848,26,1
303,64,structural_probe,0.6666666666666666,0.25,True,14905,459,3.500272035598755,0,0.2962602865890307,26,2
303,89,structural_probe,0.5,0.5,True,14968,460,3.6799280643463135,0,0.2418270288166371,26,3
303,95,structural_probe,0.6666666666666666,0.0,True,14990,461,-25.07082954396804,1,0.3720260055243203,26,4
303,147,structural_probe,0.7142857142857143,0.125,True,15096,462,16.1265926361084,0,0.3420834068927322,26,5
401,30,structural_probe,0.6666666666666666,0.625,True,5725,232,4.476352055867515,0,0.2072817826553387,27,0
401,83,structural_probe,0.4285714285714285,0.125,True,5842,233,-2.073408582203445,1,0.3332945304701727,27,1
401,85,structural_probe,0.6666666666666666,0.25,True,5844,234,-5.6923177059118935,1,0.3117024858740581,27,2
401,95,floor_probe,0.1428571428571428,0.0,False,5871,235,5.010069211324051,0,0.3334068316178546,27,3
401,103,structural_probe,0.8571428571428571,0.0,True,5888,236,15.175007820129396,0,0.3463530278111874,27,4
401,106,floor_probe,0.5,0.75,False,5892,237,7.585184097290039,0,0.2043700076337767,27,5
401,110,structural_probe,0.8,0.375,True,5897,238,7.586175918579102,0,0.2905922532305113,27,6
401,138,structural_probe,0.5714285714285714,0.0,True,5943,240,5.197823842366532,0,0.3633421190651097,27,7
219,23,structural_probe,0.8571428571428571,0.125,True,22721,641,-7.736228959821162,1,0.3427899845245157,28,0
219,52,structural_probe,0.6666666666666666,0.625,True,22758,642,7.6590399742126465,0,0.2190306673510073,28,1
219,73,structural_probe,0.7142857142857143,0.0,True,22814,643,15.955519676208496,0,0.3442168685064093,28,2
219,78,structural_probe,0.6666666666666666,0.0,True,22823,644,15.995424270629885,0,0.3369078968825648,28,3
219,100,structural_probe,0.6,0.375,True,22872,645,8.190447807312012,0,0.2719409353612103,28,4
219,106,structural_probe,0.4285714285714285,0.125,True,22882,646,-5.304065723504337,1,0.3354565413251184,28,5
219,114,structural_probe,0.6666666666666666,0.0,True,22903,647,8.31982421875,0,0.3835179623265135,28,6
143,1,structural_probe,0.5,0.0,True,11933,388,4.484874725341793,0,0.3802699391294337,29,0
143,16,structural_probe,0.6,0.0,True,11977,390,6.820879936218262,0,0.3609578454626347,29,1
114,14,floor_probe,0.3333333333333333,0.0,False,5502,227,-16.086973243703447,1,0.3444359887527267,30,0
442,5,structural_probe,0.6,0.0,True,10524,340,13.069151878356934,0,0.391175836827504,31,0
442,12,structural_probe,0.6666666666666666,0.0,True,10535,341,-69.70728874951601,1,0.3751682136563996,31,1
299,0,structural_probe,0.75,0.0,True,11824,381,-13.809606231394268,1,0.3571131392011025,32,0
299,11,structural_probe,0.4,0.0,True,11851,382,13.056447982788086,0,0.3434192334669169,32,1
299,20,structural_probe,0.6666666666666666,0.0,True,11863,383,2.194741408030193,0,0.3663764647671242,32,2
299,28,structural_probe,0.75,0.0,True,11879,384,15.162240028381348,0,0.3538701915594224,32,3
299,34,floor_probe,0.3333333333333333,0.625,False,11889,385,2.252954641977947,0,0.1722807430532815,32,4
299,38,structural_probe,0.6666666666666666,0.25,True,11901,386,3.6975600719451904,0,0.3262675365225716,32,5
299,48,floor_probe,0.1666666666666666,0.25,False,11927,387,2.220276117324829,0,0.3023442093252277,32,6
285,25,structural_probe,0.8333333333333334,0.0,True,21466,608,13.628704071044922,0,0.4823482263265281,33,0
285,48,structural_probe,0.375,0.75,True,21511,609,1.46473840566782,0,0.2115958913165146,33,1
285,103,structural_probe,0.6666666666666666,0.0,True,21679,611,8.105775833129883,0,0.4518245032732984,33,3
285,104,structural_probe,0.8571428571428571,0.125,True,21683,612,16.132511138916016,0,0.4713047380941482,33,4
285,106,structural_probe,0.875,0.0,True,21685,613,8.115615844726562,0,0.4814996744246612,33,5
136,5,structural_probe,0.8333333333333334,0.25,True,6813,255,2.611129570007325,0,0.3305404209809666,34,0
136,26,structural_probe,0.7142857142857143,0.0,True,6883,256,14.10918426513672,0,0.4213218020765351,34,1
136,60,structural_probe,0.375,0.0,True,7003,259,15.34115219116211,0,0.3413729778329312,34,2
136,66,structural_probe,0.8571428571428571,0.0,True,7026,260,15.919872283935549,0,0.4132531015589948,34,3
132,4,structural_probe,0.5,0.5,True,9713,322,1.6409319639205933,0,0.2710232133103119,35,0
132,14,floor_probe,0.1428571428571428,0.125,False,9729,323,2.184005260467531,0,0.3099490837901235,35,1
132,22,structural_probe,0.8571428571428571,0.0,True,9739,324,-1.831168579123915,1,0.4509946505817241,35,2
19,14,structural_probe,0.5714285714285714,0.0,True,17171,502,12.589173872334264,0,0.383890470747216,36,0
19,33,structural_probe,0.5,0.0,True,17201,503,-4.357614069245756,1,0.3602991251860033,36,1
19,35,floor_probe,0.1666666666666666,0.25,False,17208,504,1.7073040008544922,0,0.2299301045396242,36,2
19,59,structural_probe,0.25,0.0,True,17279,505,-1.2298773583689986,1,0.2978097089849131,36,3
19,60,floor_probe,0.1428571428571428,0.0,False,17281,506,2.088342802865167,0,0.2845964380136697,36,4
19,81,structural_probe,0.5,0.0,True,17308,507,35.29593169751266,0,0.359837264215655,36,5
19,91,structural_probe,0.2857142857142857,0.125,True,17333,508,4.993013381958008,0,0.2812412623783153,36,6
14,24,structural_probe,0.4285714285714285,0.125,True,9886,326,3.339279890060425,0,0.3320251622648423,37,0
14,45,structural_probe,0.5,0.25,True,9918,327,-3.485708369407803,1,0.3184173854182184,37,1
14,47,structural_probe,0.8333333333333334,0.25,True,9921,328,6.886752128601074,0,0.3255028329532177,37,2
14,50,structural_probe,0.75,0.0,True,9924,329,6.881728172302246,0,0.4023376990340079,37,3
14,87,structural_probe,0.5,0.0,True,10023,330,-1.8128126436578391,1,0.3510766623437147,37,4
274,55,structural_probe,0.8333333333333334,0.25,True,11694,374,4.487018585205078,0,0.2963772185824147,38,0
274,86,structural_probe,0.5,0.5,True,11737,375,4.586346626281738,0,0.1823122466815825,38,1
274,99,structural_probe,0.75,0.0,True,11753,377,13.844256401062012,0,0.4004732092396955,38,2
274,111,structural_probe,0.5714285714285714,0.0,True,11767,379,2.3082079887390137,0,0.4349081396106495,38,4
274,124,structural_probe,0.8,0.375,True,11793,380,14.135199546813965,0,0.3867602170575194,38,5
20,7,structural_probe,0.2857142857142857,0.0,True,13999,436,4.7090667088826486,0,0.3989544186892236,39,1
328,7,structural_probe,0.8,0.0,True,12808,407,4.390666643778484,0,0.4566305619366008,40,0
328,42,floor_probe,0.1666666666666666,0.25,False,12869,409,7.858335971832275,0,0.2936784134003472,40,2
328,63,structural_probe,0.6666666666666666,0.25,True,12902,410,14.023327827453612,0,0.3127126193155092,40,3
328,74,structural_probe,0.8333333333333334,0.25,True,12917,411,14.32851219177246,0,0.3449658132797514,40,4
328,83,structural_probe,0.6666666666666666,0.25,True,12927,412,7.153823852539063,0,0.3535675601276115,40,5
328,119,structural_probe,0.8571428571428571,0.125,True,13013,413,7.53547191619873,0,0.4215815247772412,40,6
278,0,structural_probe,0.7142857142857143,0.125,True,8362,289,6.42848014831543,0,0.3889588402965381,41,0
278,27,structural_probe,0.8571428571428571,0.0,True,8400,290,-3.826000146878261,1,0.440083974058815,41,1
278,34,structural_probe,0.8571428571428571,0.125,True,8408,291,13.617759704589844,0,0.3702361761632402,41,2
278,42,structural_probe,0.8571428571428571,0.125,True,8418,292,7.173183917999268,0,0.3987244576601513,41,3
156,25,structural_probe,0.875,0.0,True,2127,156,68.25486591644585,0,0.4311187133538774,42,0
156,39,structural_probe,0.8571428571428571,0.125,True,2150,157,6.896912097930908,0,0.3897961220050359,42,1
156,47,structural_probe,0.5,0.5,True,2170,158,1.7365399599075315,0,0.2120805166876194,42,2
156,74,structural_probe,0.2857142857142857,0.5625,True,2244,160,1.2436106999715155,0,0.1534884034949206,42,4
156,106,structural_probe,0.875,0.0,True,2316,161,7.807392120361328,0,0.3910475737263685,42,5
156,119,structural_probe,0.7142857142857143,0.0,True,2341,162,5.311552047729492,0,0.3574270594045062,42,6
383,3,structural_probe,0.5,0.0,True,17399,509,4.358357429504398,0,0.3173991018380029,43,0
383,4,structural_probe,0.4,0.0,True,17401,510,-1.790110702440142,1,0.2925175894076255,43,1
383,12,structural_probe,0.8,0.375,True,17410,511,13.037887573242188,0,0.2142435615259369,43,2
383,21,structural_probe,0.5,0.25,True,17440,512,1.929179464067732,0,0.2105745034329743,43,3
383,39,structural_probe,0.5,0.0,True,17507,513,14.62665557861328,0,0.3161451756587127,43,4
407,3,structural_probe,0.4,0.375,True,14041,437,3.266511917114258,0,0.2155017130884331,44,0
407,8,structural_probe,0.75,0.5,True,14070,438,1.67139995098114,0,0.227365430935465,44,1
488,8,structural_probe,0.7142857142857143,0.0,True,4209,199,-2.6437279752322613,1,0.4042321824584753,45,0
488,16,structural_probe,0.8333333333333334,0.25,True,4238,200,25.62686431904634,0,0.3359469939743125,45,1
316,10,structural_probe,0.2857142857142857,0.125,True,26521,727,1.639631986618042,0,0.2507778855158172,46,0
316,12,floor_probe,0.5,0.0,False,26526,728,56.8399210870266,0,0.3786512254162524,46,1
316,29,floor_probe,0.25,0.0,False,26555,729,3.3878159523010254,0,0.317032890605165,46,2
316,30,structural_probe,0.6666666666666666,0.0,True,26566,730,13.596991539001465,0,0.4039545962976101,46,3
392,0,structural_probe,0.4,0.375,True,11207,358,4.5442988077799455,0,0.2089825083644881,47,0
392,5,structural_probe,0.8333333333333334,0.0,True,11214,359,4.659392038981117,0,0.3705936984745979,47,1
392,10,floor_probe,0.5,0.75,False,11221,360,6.878335952758789,0,0.1045988608953599,47,2
